Collection,Location,Box,Folder,Series,Subseries,Description
Glenn,01-8-28-02-07-0-1,53,23,Personal/Political,JHG's Office Files,"Political Files - Gold, Martin H., 1977-1981."
Glenn,01-8-28-02-07-0-1,53,24,Personal/Political,JHG's Office Files,"Political Files - Gun Control, Emergency Committee for Gun Control (chaired by JHG), 1968."
Glenn,01-8-28-02-07-0-1,53,25,Personal/Political,JHG's Office Files,"Political Files - Harriman, Pamela C., 1981-1988."
Glenn,01-8-28-02-07-0-1,53,26,Personal/Political,JHG's Office Files,"Political Files - Hart, Gary, 1982-1983."
Glenn,01-8-28-02-07-0-1,53,27,Personal/Political,JHG's Office Files,"Political Files - Hyatt, Joel, senate campaign against Michael DeWine, 1994."
Glenn,01-8-28-02-07-0-1,53,28,Personal/Political,JHG's Office Files,"Political Files - Jacobs, Harry A., Jr., 1984-1987."
Glenn,01-8-28-02-07-0-1,53,29,Personal/Political,JHG's Office Files,"Political Files - Kennedy, Edward M., 1979-1982."
Glenn,01-8-28-02-07-0-1,53,30,Personal/Political,JHG's Office Files,"Political Files - Kennedy, Robert F., JHG's notes on funeral arrangements for, 1968."
Glenn,01-8-28-02-07-0-1,53,31,Personal/Political,JHG's Office Files,"Political Files - Kennedy, Robert F., JHG's oral history interviews for the John F. Kennedy Library, 1969."
Glenn,01-8-28-02-07-0-1,53,32,Personal/Political,JHG's Office Files,"Political Files - Kennedy, Robert F., memorial for, 1968-1969."
Glenn,01-8-28-02-07-0-1,53,33,Personal/Political,JHG's Office Files,"Political Files - Kennedy, Robert F., memorial book, 1968."
Glenn,01-8-28-02-07-0-1,53,34,Personal/Political,JHG's Office Files,"Political Files - Kennedy, Robert F., presidential campaign, correspondence, 1967-1968."
Glenn,01-8-28-02-07-0-1,53,35,Personal/Political,JHG's Office Files,"Political Files - Kennedy, Robert F., presidential campaign, issue briefs, 1968."
Glenn,01-8-28-05-07-0-1,54,1,Personal/Political,JHG's Office Files,"Political Files - Kennedy, Robert F., presidential campaign, JHG's speech notes and background materials, 1968."
Glenn,01-8-28-05-07-0-1,54,2,Personal/Political,JHG's Office Files,"Political Files - Kennedy, Robert F., presidential campaign, newspaper clippings and printed materials, 1968."
Glenn,01-8-28-05-07-0-1,54,3,Personal/Political,JHG's Office Files,"Political Files - Kennedy, Robert F., presidential campaign, speeches, March - May 1968."
Glenn,01-8-28-05-07-0-1,54,4,Personal/Political,JHG's Office Files,"Political Files - Kennedy, Robert F., presidential campaign, travel schedule, March - May 1968."
Glenn,01-8-28-05-07-0-1,54,5,Personal/Political,JHG's Office Files,"Political Files - Kennedy, Robert F., speech excerpts, indexed by topic, February 1, 1965 - May 31, 1968."
Glenn,01-8-28-05-07-0-1,54,6,Personal/Political,JHG's Office Files,"Political Files - Kovacik, Stephen J., Jr., correspondence, 1975."
Glenn,01-8-28-05-07-0-1,54,7,Personal/Political,JHG's Office Files,"Political Files - Kovacik, Stephen J., Jr., correspondence, 1978-1982."
Glenn,01-8-28-05-07-0-1,54,8,Personal/Political,JHG's Office Files,"Political Files - Madison Group, 1980."
Glenn,01-8-28-05-07-0-1,54,9,Personal/Political,JHG's Office Files,"Political Files - Marotta, Vincent G., 1981."
Glenn,01-8-28-05-07-0-1,54,10,Personal/Political,JHG's Office Files,"Political Files - MCGovern, George, 1972."
Glenn,01-8-28-05-07-0-1,54,11,Personal/Political,JHG's Office Files,"Political Files - McGovern, George, 1983-1984."
Glenn,01-8-28-05-07-0-1,54,12,Personal/Political,JHG's Office Files,"Political Files - McMillian, John G., 1982."
Glenn,01-8-28-05-07-0-1,54,13,Personal/Political,JHG's Office Files,"Political Files - Memorial Day Speech (from Harry Reid), no date."
Glenn,01-8-28-05-07-0-1,54,14,Personal/Political,JHG's Office Files,"Political Files - Metzenbaum, Howard H., 1977-1982."
Glenn,01-8-28-05-07-0-1,54,15,Personal/Political,JHG's Office Files,"Political Files - Metzenbaum, Howard H., re-election campaign, 1988."
Glenn,01-8-28-05-07-0-1,54,16,Personal/Political,JHG's Office Files,"Political Files - Mondale, Walter, 1977-1983."
Glenn,01-8-28-05-07-0-1,54,17,Personal/Political,JHG's Office Files,"Political Files - Muskie, Edmund S., 1972."
Glenn,01-8-28-05-07-0-1,54,18,Personal/Political,JHG's Office Files,"Political Files - Muskie, Edmund S., 1980 and 1982."
Glenn,01-8-28-05-07-0-1,54,19,Personal/Political,JHG's Office Files,"Political Files - National Convention (Democratic), delegate lists, 1982."
Glenn,01-8-28-05-07-0-1,54,20,Personal/Political,JHG's Office Files,"Political Files - National Council on Public Policy, 1984."
Glenn,01-8-28-05-07-0-1,54,21,Personal/Political,JHG's Office Files,"Political Files - National Democratic Policy Committee, 1982."
Glenn,01-8-28-05-07-0-1,54,22,Personal/Political,JHG's Office Files,"Political Files - New Democratic Dimensions, 1989."
Glenn,01-8-28-05-07-0-1,54,23,Personal/Political,JHG's Office Files,"Political Files - Nixon, Richard M., 1968-1969."
Glenn,01-8-28-05-07-0-1,54,24,Personal/Political,JHG's Office Files,"Political Files - Ohio Democratic Candidates, 1988."
Glenn,01-8-28-05-07-0-1,54,25,Personal/Political,JHG's Office Files,"Political Files - Ohio Democratic Dinner, 1978."
Glenn,01-8-28-05-07-0-1,54,26,Personal/Political,JHG's Office Files,"Political Files - Ohio Democratic Party, 1978."
Glenn,01-8-28-05-07-0-1,54,27,Personal/Political,JHG's Office Files,"Political Files - Ohio Democratic Party, 1979-1980."
Glenn,01-8-28-05-07-0-1,54,28,Personal/Political,JHG's Office Files,"Political Files - Ohio Democratic Party, 1981-1982."
Glenn,01-8-28-05-07-0-1,54,29,Personal/Political,JHG's Office Files,"Political Files - Ohio Democratic Party, 1984."
Glenn,01-8-28-05-07-0-1,54,30,Personal/Political,JHG's Office Files,"Political Files - Ohio Democratic Party, 1985."
Glenn,01-8-28-05-07-0-1,54,31,Personal/Political,JHG's Office Files,"Political Files - Ohio Democratic Party, 1986."
Glenn,01-8-28-05-07-0-1,54,32,Personal/Political,JHG's Office Files,"Political Files - Ohio Democratic Party, 1987."
Glenn,01-8-28-05-07-0-1,54,33,Personal/Political,JHG's Office Files,"Political Files - Ohio Democratic Party, 1988."
Glenn,01-8-28-05-07-0-1,54,34,Personal/Political,JHG's Office Files,"Political Files - Ohio Democratic Party, 1991-1992."
Glenn,01-8-28-05-07-0-1,54,35,Personal/Political,JHG's Office Files,"Political Files - Ohio Democratic Party, 1993."
Glenn,01-8-28-05-07-0-1,54,36,Personal/Political,JHG's Office Files,"Political Files - Ohio Elections, 1990."
Glenn,01-8-28-05-07-0-1,54,37,Personal/Political,JHG's Office Files,"Political Files - Ohio Elections, 1991-1992."
Glenn,01-8-28-05-07-0-1,54,38,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, 1969."
Glenn,01-8-28-05-07-0-1,54,39,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, 1970."
Glenn,01-8-28-05-07-0-1,54,40,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, 1971."
Glenn,01-8-28-05-07-0-1,54,41,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, January - June 1972."
Glenn,01-8-28-05-07-0-1,54,42,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, July - December 1972."
Glenn,01-8-28-05-07-0-1,54,43,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, Ohio Democratic Convention, 1972."
Glenn,01-8-28-05-07-0-1,54,44,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, campaign procedures and background materials, 1973."
Glenn,01-8-28-05-07-0-1,54,45,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, correspondence and notes, January - September 1973."
Glenn,01-8-32-21-05-0-1,54.1,1,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, correspondence and notes, October - December 1973."
Glenn,01-8-32-21-05-0-1,54.1,2,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, Democratic Executive Committee, JHG's statement to and notes on, September 18, 1973."
Glenn,01-8-32-21-05-0-1,54.1,3,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, political consultant proposals, 1973."
Glenn,01-8-32-21-05-0-1,54.1,4,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, Senate Campaign, correspondence, memoranda, and miscellaneous materials, January - August 1974."
Glenn,01-8-32-21-05-0-1,54.1,5,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, Senate Campaign, correspondence, memoranda, and miscellaneous materials, September - December 1974."
Glenn,01-8-32-21-05-0-1,54.1,6,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, Senate Campaign, JHG's schedule, speeches, and notes, 1974."
Glenn,01-8-32-21-05-0-1,54.1,7,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, Senate Campaign, thank you letters listing, 1974."
Glenn,01-8-32-21-05-0-1,54.1,8,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, January - June 1975."
Glenn,01-8-32-21-05-0-1,54.1,9,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, July - November 1975."
Glenn,01-8-32-21-05-0-1,54.1,10,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, newspaper clippings, 1975."
Glenn,01-8-32-21-05-0-1,54.1,11,Personal/Political,JHG's Office Files,"Political Files - Ohio Politics, 1976-1977."
Glenn,01-8-32-21-05-0-1,54.1,12,Personal/Political,JHG's Office Files,"Political Files - Pilliod, Charles J., Jr., 1981."
Glenn,01-8-32-21-05-0-1,54.1,13,Personal/Political,JHG's Office Files,"Political Files - Presidential Campaign, 1972."
Glenn,01-8-32-21-05-0-1,54.1,14,Personal/Political,JHG's Office Files,"Political Files - Presidential Campaign, 1976, Carter, Jimmy."
Glenn,01-8-32-21-05-0-1,54.1,15,Personal/Political,JHG's Office Files,"Political Files - Presidential Campaign, 1976, Democratic Party Platform."
Glenn,01-8-32-21-05-0-1,54.1,16,Personal/Political,JHG's Office Files,"Political Files - Presidential Campaign, 1976, JHG's potential bid, newspaper clippings on."
Glenn,01-8-32-21-05-0-1,54.1,17,Personal/Political,JHG's Office Files,"Political Files - Presidential Campaign, 1984, Mondale, Walter."
Glenn,01-8-32-21-05-0-1,54.1,18,Personal/Political,JHG's Office Files,"Political Files - Presidential Campaign, 1988, JHG's potential bid, 1987."
Glenn,01-8-32-21-05-0-1,54.1,19,Personal/Political,JHG's Office Files,"Political Files - Presidential Campaign, 1988, selection of vice president."
Glenn,01-8-32-21-05-0-1,54.1,20,Personal/Political,JHG's Office Files,"Political Files - Presidential Inaugural, 1977."
Glenn,01-8-32-21-05-0-1,54.1,21,Personal/Political,JHG's Office Files,"Political Files - Presidential Inaugural, 1985."
Glenn,01-8-32-21-05-0-1,54.1,22,Personal/Political,JHG's Office Files,"Political Files - Presidential Inaugural, 1993."
Glenn,01-8-32-21-05-0-1,54.1,23,Personal/Political,JHG's Office Files,"Political Files - Rand, Bernard E., 1977-1981."
Glenn,01-8-32-21-05-0-1,54.1,24,Personal/Political,JHG's Office Files,"Political Files - Reagan, Ronald, 1980-1982."
Glenn,01-8-32-21-05-0-1,54.1,25,Personal/Political,JHG's Office Files,"Political Files - Sammon, Martin J., 1977-1982."
Glenn,01-8-32-21-05-0-1,54.1,26,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1980, briefing book."
Glenn,01-8-32-21-05-0-1,54.1,27,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1980, correspondence, memoranda, and newspaper clippings."
Glenn,01-8-32-21-05-0-1,54.1,28,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1980, fund raising."
Glenn,01-8-32-21-05-0-1,54.1,29,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1986, briefing book on domestic and foreign policy, February 1986."
Glenn,01-8-32-21-05-0-1,54.1,30,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1986, briefing book on domestic and foreign policy, May 1986."
Glenn,01-8-32-21-05-0-1,54.1,31,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1986, fund raising, 1985-1986."
Glenn,01-8-32-21-05-0-1,54.1,32,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1986, fund raising, A-B Data, 1986-1988."
Glenn,01-8-32-21-05-0-1,54.1,33,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1986, fund raising proposals, 1985-1986."
Glenn,01-8-32-21-05-0-1,54.1,34,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1986, general file, 1983-1986."
Glenn,01-8-32-21-05-0-1,54.1,35,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1986, JHG's Public Financial Disclosure Report, 1985."
Glenn,01-8-32-21-05-0-1,54.1,36,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1986, Kindness, Thomas N., 1985-1986."
Glenn,01-8-32-21-05-0-1,54.1,37,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1986, poll questionnaire, 1985."
Glenn,01-8-32-21-05-0-1,54.1,38,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1986, telemarketing and direct mail, 1985-1986."
Glenn,01-8-32-21-05-0-1,54.1,39,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1986, television advertisements, 1986."
Glenn,01-8-28-06-08-0-1,55,1,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1992, Cleveland Plain Dealer, letter to in response to news article on campaign contributions, September 28, 1992."
Glenn,01-8-28-06-08-0-1,55,2,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1992, consultants, 1992."
Glenn,01-8-28-06-08-0-1,55,3,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1992, correspondence, 1992."
Glenn,01-8-28-06-08-0-1,55,4,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1992, DeWine, Michael, background information on, 1992."
Glenn,01-8-28-06-08-0-1,55,5,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1992, DeWine, Michael, general file, 1992."
Glenn,01-8-28-06-08-0-1,55,6,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1992, finances, 1992."
Glenn,01-8-28-06-08-0-1,55,7,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1992, general issue information, 1991-1992."
Glenn,01-8-28-06-08-0-1,55,8,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1992, Jack Torry interview of JHG, 1992."
Glenn,01-8-28-06-08-0-1,55,9,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1992, legislation (JHG's) status, 1992."
Glenn,01-8-28-06-08-0-1,55,10,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1992, opposition research report, February 24, 1992."
Glenn,01-8-28-06-08-0-1,55,11,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1992, prayer breakfast, 1992."
Glenn,01-8-28-06-08-0-1,55,12,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1992, press conference, July 1992."
Glenn,01-8-28-06-08-0-1,55,13,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1992, press kit, September 1992."
Glenn,01-8-28-06-08-0-1,55,14,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1992, television advertisements, transcripts, 1992."
Glenn,01-8-28-06-08-0-1,55,15,Personal/Political,JHG's Office Files,"Political Files - Senate Campaign, 1992, themes, issues and accomplishments, 1992."
Glenn,01-8-28-06-08-0-1,55,16,Personal/Political,JHG's Office Files,"Political Files - Senate Democratic Conference, 1991."
Glenn,01-8-28-06-08-0-1,55,17,Personal/Political,JHG's Office Files,"Political Files - Senate Democratic Leadership Circle, 1981-1982 and 1985."
Glenn,01-8-28-06-08-0-1,55,18,Personal/Political,JHG's Office Files,"Political Files - Senate Republican Conference-Policy Committee, A.M. Update Newsletter, April 1981."
